product_name,brand,country,claim_text,claim_type,x_category,touchpoint,relevancy,product_category,product_subcategory
Lotion I,Brand D,China,9 out of 10 women agree,imagery,sensory,POS,0.41,Skincare,Lotion
Lotion I,Brand D,China,98% natural ingredients,imagery,sensory,PACK,0.94,Skincare,Lotion
Lotion I,Brand D,China,Fragrance-free and gentle,imagery,emotion,Digital,0.95,Skincare,Lotion
Lotion I,Brand D,China,Smooth skin after 1 week,imagery,local relevance/safety/sustainability,PACK,0.89,Skincare,Lotion
Lotion I,Brand D,China,Fast-absorbing texture,comparative/superiority,science/formulation/ingredient/packaging,POS,0.83,Skincare,Lotion
Lotion I,Brand D,China,Proven with clinical trial,imagery,shares/sales/R&R/endorsement,TVC,0.64,Skincare,Lotion
Lotion I,Brand D,China,Recommended by dermatologists,imagery,shares/sales/R&R/endorsement,Digital,0.72,Skincare,Lotion
Lotion I,Brand D,China,Glowing skin all day,imagery,science/formulation/ingredient/packaging,PACK,0.86,Skincare,Lotion
Lotion I,Brand D,China,Boosts skin barrier,imagery,sensory,Digital,0.57,Skincare,Lotion
Lotion I,Brand D,China,Proven with clinical trial,imagery,consumer perception,Digital,0.34,Skincare,Lotion
Lotion I,Brand D,China,Boosts skin barrier,comparative/superiority,consumer perception,PACK,0.66,Skincare,Lotion
Lotion I,Brand D,China,More hydration than leading brand,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.8,Skincare,Lotion
Lotion I,Brand D,China,Sustainable packaging,comparative/superiority,clinical/instrumental,TVC,0.74,Skincare,Lotion
Cream J,Brand D,China,Visible glow immediately,statement,emotion,PACK,0.59,Skincare,Cream
Cream J,Brand D,China,Pro formula,statement,shares/sales/R&R/endorsement,Digital,0.84,Skincare,Cream
Cream J,Brand D,China,Trusted by professionals,statement,science/formulation/ingredient/packaging,POS,0.48,Skincare,Cream
Cream J,Brand D,China,Allergy tested,statement,consumer perception,Digital,0.58,Skincare,Cream
Cream J,Brand D,China,Clinically proven results,statement,sensory,Digital,0.44,Skincare,Cream
Cream J,Brand D,China,Trusted by professionals,statement,science/formulation/ingredient/packaging,PACK,0.98,Skincare,Cream
Cream J,Brand D,China,Tested on sensitive skin,statement,science/formulation/ingredient/packaging,PACK,0.96,Skincare,Cream
Cream J,Brand D,China,Proven with clinical trial,statement,sensory,Digital,0.8,Skincare,Cream
Cream J,Brand D,China,Visible results in 7 days,statement,science/formulation/ingredient/packaging,Digital,0.36,Skincare,Cream
Cream J,Brand D,China,No parabens,statement,science/formulation/ingredient/packaging,Digital,0.56,Skincare,Cream
Cream J,Brand D,China,More hydration than leading brand,imagery,sensory,TVC,0.99,Skincare,Cream
Cream J,Brand D,China,Improves skin elasticity,imagery,shares/sales/R&R/endorsement,TVC,0.55,Skincare,Cream
Cream J,Brand D,China,98% natural ingredients,imagery,science/formulation/ingredient/packaging,PACK,0.5,Skincare,Cream
Cream J,Brand D,China,Oil-free formula,comparative/superiority,emotion,POS,0.88,Skincare,Cream
Cream J,Brand D,China,More hydration than leading brand,comparative/superiority,sensory,PACK,0.46,Skincare,Cream
Cream J,Brand D,China,Trusted by professionals,imagery,sensory,TVC,0.56,Skincare,Cream
Cream J,Brand D,China,Reduces pore appearance,imagery,emotion,POS,0.83,Skincare,Cream
Cream J,Brand D,China,Clinically proven results,comparative/superiority,shares/sales/R&R/endorsement,POS,0.84,Skincare,Cream
Cream J,Brand D,China,Reduces pore appearance,imagery,shares/sales/R&R/endorsement,TVC,0.55,Skincare,Cream
Cream J,Brand D,China,Glowing skin all day,imagery,shares/sales/R&R/endorsement,TVC,0.58,Skincare,Cream
Cream J,Brand D,China,Pro formula,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.56,Skincare,Cream
Cream J,Brand D,China,98% natural ingredients,imagery,consumer perception,Digital,0.41,Skincare,Cream
Cream J,Brand D,China,Trusted by professionals,comparative/superiority,consumer perception,TVC,0.96,Skincare,Cream
Cream J,Brand D,China,Fragrance-free and gentle,imagery,local relevance/safety/sustainability,PACK,0.91,Skincare,Cream
Cream J,Brand D,China,Proven with clinical trial,comparative/superiority,local relevance/safety/sustainability,Digital,0.32,Skincare,Cream
Cream J,Brand D,China,Oil-free formula,comparative/superiority,consumer perception,TVC,0.65,Skincare,Cream
Cream J,Brand D,China,Innovative delivery system,imagery,sensory,TVC,0.82,Skincare,Cream
Cream J,Brand D,China,Reduces fine lines,comparative/superiority,emotion,POS,0.53,Skincare,Cream
Cream J,Brand D,China,Deep hydration effect,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.59,Skincare,Cream
Cream J,Brand D,China,Eco-friendly packaging,imagery,science/formulation/ingredient/packaging,TVC,0.73,Skincare,Cream
Lotion A,Brand D,France,Fast-absorbing texture,statement,science/formulation/ingredient/packaging,TVC,0.78,Skincare,Lotion
Lotion A,Brand D,France,Non-comedogenic,statement,local relevance/safety/sustainability,PACK,0.4,Skincare,Lotion
Lotion A,Brand D,France,Tested on sensitive skin,statement,emotion,Digital,0.81,Skincare,Lotion
Lotion A,Brand D,France,No parabens,statement,science/formulation/ingredient/packaging,PACK,0.86,Skincare,Lotion
Lotion A,Brand D,France,Instant soothing,statement,science/formulation/ingredient/packaging,PACK,0.36,Skincare,Lotion
Lotion A,Brand D,France,Visible glow immediately,statement,local relevance/safety/sustainability,Digital,0.31,Skincare,Lotion
Lotion A,Brand D,France,Eco-friendly packaging,statement,shares/sales/R&R/endorsement,PACK,0.45,Skincare,Lotion
Lotion A,Brand D,France,Visible results in 7 days,statement,science/formulation/ingredient/packaging,TVC,0.82,Skincare,Lotion
Lotion A,Brand D,France,98% natural ingredients,statement,sensory,PACK,0.42,Skincare,Lotion
Lotion A,Brand D,France,Dermatologist recommended formula,statement,sensory,PACK,0.6,Skincare,Lotion
Lotion A,Brand D,France,Glowing skin all day,imagery,emotion,TVC,0.33,Skincare,Lotion
Lotion A,Brand D,France,More hydration than leading brand,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.61,Skincare,Lotion
Lotion A,Brand D,France,More hydration than leading brand,comparative/superiority,clinical/instrumental,PACK,0.33,Skincare,Lotion
Lotion A,Brand D,France,Eco-friendly packaging,imagery,science/formulation/ingredient/packaging,PACK,0.47,Skincare,Lotion
Lotion A,Brand D,France,Pro formula,imagery,emotion,Digital,0.93,Skincare,Lotion
Lotion A,Brand D,France,Visible results in 7 days,comparative/superiority,clinical/instrumental,Digital,0.41,Skincare,Lotion
Lotion A,Brand D,France,Sustainable packaging,imagery,science/formulation/ingredient/packaging,Digital,0.93,Skincare,Lotion
Lotion A,Brand D,France,Pro formula,comparative/superiority,sensory,PACK,0.5,Skincare,Lotion
Lotion A,Brand D,France,Reduces pore appearance,comparative/superiority,shares/sales/R&R/endorsement,TVC,0.51,Skincare,Lotion
Lotion A,Brand D,France,No parabens,comparative/superiority,consumer perception,Digital,0.79,Skincare,Lotion
Lotion A,Brand D,France,Reduces pore appearance,imagery,science/formulation/ingredient/packaging,POS,0.82,Skincare,Lotion
Lotion A,Brand D,France,Reduces pore appearance,comparative/superiority,sensory,POS,0.62,Skincare,Lotion
Lotion A,Brand D,France,Clinically proven results,comparative/superiority,shares/sales/R&R/endorsement,PACK,0.54,Skincare,Lotion
Lotion A,Brand D,France,Tested on sensitive skin,imagery,emotion,POS,0.76,Skincare,Lotion
Lotion A,Brand D,France,9 out of 10 women agree,imagery,sensory,Digital,0.79,Skincare,Lotion
Lotion A,Brand D,France,Recommended by dermatologists,imagery,sensory,PACK,0.57,Skincare,Lotion
Lotion A,Brand D,France,Reduces pore appearance,imagery,emotion,PACK,0.73,Skincare,Lotion
Lotion A,Brand D,France,Non-comedogenic,comparative/superiority,local relevance/safety/sustainability,TVC,0.57,Skincare,Lotion
Lotion A,Brand D,France,Fragrance-free and gentle,comparative/superiority,shares/sales/R&R/endorsement,POS,0.85,Skincare,Lotion
Lotion A,Brand D,France,Visible glow immediately,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.61,Skincare,Lotion
Essence B,Brand D,France,Visible glow immediately,statement,science/formulation/ingredient/packaging,Digital,0.94,Skincare,Essence
Essence B,Brand D,France,Dermatologist recommended formula,statement,shares/sales/R&R/endorsement,Digital,0.38,Skincare,Essence
Essence B,Brand D,France,Innovative delivery system,statement,emotion,PACK,0.45,Skincare,Essence
Essence B,Brand D,France,Reduces fine lines,statement,science/formulation/ingredient/packaging,TVC,0.72,Skincare,Essence
Essence B,Brand D,France,Deep hydration effect,statement,science/formulation/ingredient/packaging,Digital,0.91,Skincare,Essence
Essence B,Brand D,France,Trusted by professionals,statement,emotion,TVC,0.32,Skincare,Essence
Essence B,Brand D,France,Reduces pore appearance,statement,emotion,TVC,0.51,Skincare,Essence
Essence B,Brand D,France,Improves skin elasticity,statement,science/formulation/ingredient/packaging,PACK,0.93,Skincare,Essence
Essence B,Brand D,France,Recommended by dermatologists,statement,science/formulation/ingredient/packaging,Digital,0.73,Skincare,Essence
Essence B,Brand D,France,Sustainable packaging,statement,consumer perception,TVC,0.9,Skincare,Essence
Essence B,Brand D,France,Allergy tested,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.45,Skincare,Essence
Essence B,Brand D,France,Pro formula,comparative/superiority,emotion,Digital,0.55,Skincare,Essence
Essence B,Brand D,France,Sustainable packaging,imagery,science/formulation/ingredient/packaging,Digital,0.31,Skincare,Essence
Essence B,Brand D,France,Non-comedogenic,comparative/superiority,science/formulation/ingredient/packaging,POS,0.5,Skincare,Essence
Essence B,Brand D,France,Fragrance-free and gentle,imagery,science/formulation/ingredient/packaging,POS,0.34,Skincare,Essence
Essence B,Brand D,France,Deep hydration effect,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.78,Skincare,Essence
Essence B,Brand D,France,Innovative delivery system,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.84,Skincare,Essence
Essence B,Brand D,France,Visible results in 7 days,imagery,shares/sales/R&R/endorsement,Digital,0.35,Skincare,Essence
Essence B,Brand D,France,Non-comedogenic,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.67,Skincare,Essence
Essence B,Brand D,France,Sustainable packaging,comparative/superiority,science/formulation/ingredient/packaging,POS,0.83,Skincare,Essence
Essence B,Brand D,France,Fragrance-free and gentle,imagery,emotion,PACK,0.99,Skincare,Essence
Essence B,Brand D,France,Sustainable packaging,comparative/superiority,shares/sales/R&R/endorsement,Digital,0.95,Skincare,Essence
Essence B,Brand D,France,Dermatologist recommended formula,imagery,science/formulation/ingredient/packaging,TVC,0.36,Skincare,Essence
Essence B,Brand D,France,Eco-friendly packaging,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.5,Skincare,Essence
Essence B,Brand D,France,Innovative delivery system,imagery,emotion,POS,0.32,Skincare,Essence
Cream C,Brand A,France,98% natural ingredients,statement,science/formulation/ingredient/packaging,Digital,0.57,Skincare,Cream
Cream C,Brand A,France,Glowing skin all day,statement,shares/sales/R&R/endorsement,TVC,0.55,Skincare,Cream
Cream C,Brand A,France,Improves skin elasticity,statement,local relevance/safety/sustainability,POS,0.36,Skincare,Cream
Cream C,Brand A,France,Pro formula,statement,local relevance/safety/sustainability,PACK,0.72,Skincare,Cream
Cream C,Brand A,France,Innovative delivery system,statement,local relevance/safety/sustainability,POS,0.63,Skincare,Cream
Cream C,Brand A,France,Allergy tested,statement,science/formulation/ingredient/packaging,PACK,0.66,Skincare,Cream
Cream C,Brand A,France,Pro formula,statement,science/formulation/ingredient/packaging,Digital,0.76,Skincare,Cream
Cream C,Brand A,France,Trusted by professionals,statement,local relevance/safety/sustainability,PACK,0.6,Skincare,Cream
Cream C,Brand A,France,Tested on sensitive skin,statement,shares/sales/R&R/endorsement,Digital,0.34,Skincare,Cream
Cream C,Brand A,France,9 out of 10 women agree,statement,consumer perception,Digital,0.71,Skincare,Cream
Cream C,Brand A,France,Improves skin elasticity,comparative/superiority,science/formulation/ingredient/packaging,POS,0.83,Skincare,Cream
Cream C,Brand A,France,Pro formula,comparative/superiority,sensory,POS,0.37,Skincare,Cream
Cream C,Brand A,France,Clinically proven results,imagery,science/formulation/ingredient/packaging,POS,0.66,Skincare,Cream
Cream C,Brand A,France,98% natural ingredients,comparative/superiority,emotion,TVC,0.68,Skincare,Cream
Cream C,Brand A,France,Visible glow immediately,comparative/superiority,consumer perception,PACK,0.94,Skincare,Cream
Cream C,Brand A,France,Visible glow immediately,comparative/superiority,sensory,POS,0.99,Skincare,Cream
Cream C,Brand A,France,Deep hydration effect,imagery,science/formulation/ingredient/packaging,Digital,0.53,Skincare,Cream
Cream C,Brand A,France,Eco-friendly packaging,imagery,local relevance/safety/sustainability,TVC,0.76,Skincare,Cream
Cream C,Brand A,France,More hydration than leading brand,imagery,sensory,POS,0.47,Skincare,Cream
Cream C,Brand A,France,Fast-absorbing texture,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.5,Skincare,Cream
Cream C,Brand A,France,Glowing skin all day,comparative/superiority,science/formulation/ingredient/packaging,POS,0.88,Skincare,Cream
Cream C,Brand A,France,Eco-friendly packaging,comparative/superiority,shares/sales/R&R/endorsement,PACK,0.74,Skincare,Cream
Cream C,Brand A,France,Instant soothing,comparative/superiority,shares/sales/R&R/endorsement,POS,0.54,Skincare,Cream
Cream C,Brand A,France,Pro formula,comparative/superiority,science/formulation/ingredient/packaging,POS,0.33,Skincare,Cream
Cream C,Brand A,France,More hydration than leading brand,imagery,emotion,POS,0.97,Skincare,Cream
Cream C,Brand A,France,Clinically proven results,imagery,science/formulation/ingredient/packaging,POS,0.38,Skincare,Cream
Toner D,Brand C,France,Trusted by professionals,statement,science/formulation/ingredient/packaging,Digital,0.74,Skincare,Toner
Toner D,Brand C,France,Clinically proven results,statement,emotion,Digital,0.42,Skincare,Toner
Toner D,Brand C,France,Allergy tested,statement,science/formulation/ingredient/packaging,PACK,0.88,Skincare,Toner
Toner D,Brand C,France,Oil-free formula,statement,emotion,Digital,0.61,Skincare,Toner
Toner D,Brand C,France,Non-comedogenic,statement,shares/sales/R&R/endorsement,PACK,0.48,Skincare,Toner
Toner D,Brand C,France,Reduces pore appearance,statement,science/formulation/ingredient/packaging,TVC,0.93,Skincare,Toner
Toner D,Brand C,France,Tested on sensitive skin,statement,emotion,POS,0.36,Skincare,Toner
Toner D,Brand C,France,Allergy tested,statement,science/formulation/ingredient/packaging,PACK,0.57,Skincare,Toner
Toner D,Brand C,France,No parabens,statement,shares/sales/R&R/endorsement,Digital,0.43,Skincare,Toner
Toner D,Brand C,France,Fast-absorbing texture,statement,science/formulation/ingredient/packaging,PACK,0.95,Skincare,Toner
Toner D,Brand C,France,98% natural ingredients,comparative/superiority,science/formulation/ingredient/packaging,POS,0.37,Skincare,Toner
Toner D,Brand C,France,Instant soothing,imagery,science/formulation/ingredient/packaging,TVC,0.51,Skincare,Toner
Toner D,Brand C,France,Visible glow immediately,imagery,clinical/instrumental,PACK,0.87,Skincare,Toner
Toner D,Brand C,France,Clinically proven results,imagery,science/formulation/ingredient/packaging,Digital,0.46,Skincare,Toner
Toner D,Brand C,France,Fast-absorbing texture,imagery,science/formulation/ingredient/packaging,PACK,0.94,Skincare,Toner
Toner D,Brand C,France,Sustainable packaging,imagery,emotion,TVC,0.77,Skincare,Toner
Toner D,Brand C,France,Reduces fine lines,imagery,science/formulation/ingredient/packaging,PACK,0.32,Skincare,Toner
Toner D,Brand C,France,Glowing skin all day,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.66,Skincare,Toner
Toner D,Brand C,France,98% natural ingredients,comparative/superiority,science/formulation/ingredient/packaging,POS,0.75,Skincare,Toner
Toner D,Brand C,France,Non-comedogenic,imagery,science/formulation/ingredient/packaging,PACK,0.76,Skincare,Toner
Toner D,Brand C,France,Dermatologist recommended formula,comparative/superiority,consumer perception,PACK,0.43,Skincare,Toner
Toner D,Brand C,France,9 out of 10 women agree,comparative/superiority,consumer perception,POS,0.36,Skincare,Toner
Toner D,Brand C,France,Allergy tested,imagery,emotion,POS,0.8,Skincare,Toner
Toner D,Brand C,France,98% natural ingredients,comparative/superiority,local relevance/safety/sustainability,Digital,0.85,Skincare,Toner
Toner D,Brand C,France,Visible results in 7 days,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.64,Skincare,Toner
Toner D,Brand C,France,Non-comedogenic,imagery,sensory,Digital,0.98,Skincare,Toner
Toner D,Brand C,France,Improves skin elasticity,comparative/superiority,shares/sales/R&R/endorsement,Digital,0.93,Skincare,Toner
Toner D,Brand C,France,Tested on sensitive skin,imagery,local relevance/safety/sustainability,POS,0.82,Skincare,Toner
Cream E,Brand B,France,Non-comedogenic,statement,sensory,POS,0.78,Skincare,Cream
Cream E,Brand B,France,Instant soothing,statement,science/formulation/ingredient/packaging,Digital,0.72,Skincare,Cream
Cream E,Brand B,France,Instant soothing,statement,clinical/instrumental,POS,0.3,Skincare,Cream
Cream E,Brand B,France,Boosts skin barrier,statement,science/formulation/ingredient/packaging,TVC,0.47,Skincare,Cream
Cream E,Brand B,France,No parabens,statement,emotion,PACK,0.6,Skincare,Cream
Cream E,Brand B,France,Instant soothing,statement,emotion,TVC,0.33,Skincare,Cream
Cream E,Brand B,France,Smooth skin after 1 week,statement,clinical/instrumental,PACK,0.4,Skincare,Cream
Cream E,Brand B,France,98% natural ingredients,statement,clinical/instrumental,Digital,0.34,Skincare,Cream
Cream E,Brand B,France,Recommended by dermatologists,statement,sensory,TVC,0.76,Skincare,Cream
Cream E,Brand B,France,Non-comedogenic,statement,shares/sales/R&R/endorsement,POS,0.8,Skincare,Cream
Cream E,Brand B,France,Instant soothing,imagery,emotion,TVC,0.36,Skincare,Cream
Cream E,Brand B,France,Pro formula,imagery,local relevance/safety/sustainability,TVC,0.38,Skincare,Cream
Cream E,Brand B,France,Deep hydration effect,comparative/superiority,emotion,PACK,0.32,Skincare,Cream
Cream E,Brand B,France,Boosts skin barrier,imagery,science/formulation/ingredient/packaging,Digital,0.77,Skincare,Cream
Cream E,Brand B,France,Tested on sensitive skin,comparative/superiority,emotion,TVC,0.69,Skincare,Cream
Cream E,Brand B,France,Allergy tested,comparative/superiority,shares/sales/R&R/endorsement,PACK,0.8,Skincare,Cream
Cream E,Brand B,France,Visible glow immediately,imagery,science/formulation/ingredient/packaging,Digital,0.86,Skincare,Cream
Cream E,Brand B,France,Proven with clinical trial,comparative/superiority,clinical/instrumental,TVC,0.68,Skincare,Cream
Cream E,Brand B,France,Allergy tested,imagery,consumer perception,POS,0.99,Skincare,Cream
Cream E,Brand B,France,Allergy tested,comparative/superiority,consumer perception,PACK,0.75,Skincare,Cream
Cream E,Brand B,France,Trusted by professionals,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.9,Skincare,Cream
Cream E,Brand B,France,98% natural ingredients,imagery,clinical/instrumental,POS,0.63,Skincare,Cream
Cream E,Brand B,France,Trusted by professionals,imagery,science/formulation/ingredient/packaging,TVC,0.79,Skincare,Cream
Cream E,Brand B,France,Recommended by dermatologists,comparative/superiority,consumer perception,Digital,0.32,Skincare,Cream
Cream E,Brand B,France,Reduces fine lines,imagery,consumer perception,TVC,0.91,Skincare,Cream
Cream E,Brand B,France,Visible glow immediately,comparative/superiority,emotion,PACK,0.57,Skincare,Cream
Cream E,Brand B,France,Deep hydration effect,imagery,local relevance/safety/sustainability,Digital,0.31,Skincare,Cream
Cream E,Brand B,France,Eco-friendly packaging,imagery,local relevance/safety/sustainability,Digital,0.9,Skincare,Cream
Cream E,Brand B,France,More hydration than leading brand,comparative/superiority,clinical/instrumental,POS,0.31,Skincare,Cream
Toner F,Brand C,France,Innovative delivery system,statement,science/formulation/ingredient/packaging,TVC,0.86,Skincare,Toner
Toner F,Brand C,France,Dermatologist recommended formula,statement,science/formulation/ingredient/packaging,PACK,0.44,Skincare,Toner
Toner F,Brand C,France,Eco-friendly packaging,statement,emotion,PACK,0.94,Skincare,Toner
Toner F,Brand C,France,Visible results in 7 days,statement,clinical/instrumental,Digital,0.77,Skincare,Toner
Toner F,Brand C,France,Proven with clinical trial,statement,science/formulation/ingredient/packaging,Digital,0.62,Skincare,Toner
Toner F,Brand C,France,Reduces pore appearance,statement,shares/sales/R&R/endorsement,TVC,0.97,Skincare,Toner
Toner F,Brand C,France,Visible results in 7 days,statement,clinical/instrumental,TVC,0.89,Skincare,Toner
Toner F,Brand C,France,Pro formula,statement,clinical/instrumental,PACK,0.69,Skincare,Toner
Toner F,Brand C,France,Dermatologist recommended formula,statement,shares/sales/R&R/endorsement,PACK,0.79,Skincare,Toner
Toner F,Brand C,France,Trusted by professionals,statement,science/formulation/ingredient/packaging,TVC,0.7,Skincare,Toner
Toner F,Brand C,France,98% natural ingredients,comparative/superiority,science/formulation/ingredient/packaging,POS,0.82,Skincare,Toner
Toner F,Brand C,France,Dermatologist recommended formula,imagery,consumer perception,Digital,0.79,Skincare,Toner
Toner F,Brand C,France,Eco-friendly packaging,imagery,shares/sales/R&R/endorsement,TVC,0.72,Skincare,Toner
Toner F,Brand C,France,Recommended by dermatologists,imagery,science/formulation/ingredient/packaging,POS,0.75,Skincare,Toner
Toner F,Brand C,France,Allergy tested,imagery,consumer perception,POS,0.95,Skincare,Toner
Toner F,Brand C,France,More hydration than leading brand,imagery,science/formulation/ingredient/packaging,POS,0.47,Skincare,Toner
Toner F,Brand C,France,Oil-free formula,imagery,science/formulation/ingredient/packaging,TVC,0.95,Skincare,Toner
Toner F,Brand C,France,Tested on sensitive skin,imagery,emotion,TVC,0.97,Skincare,Toner
Toner F,Brand C,France,Smooth skin after 1 week,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.71,Skincare,Toner
Toner F,Brand C,France,Fragrance-free and gentle,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.59,Skincare,Toner
Toner F,Brand C,France,Trusted by professionals,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.42,Skincare,Toner
Toner F,Brand C,France,No parabens,imagery,sensory,PACK,0.44,Skincare,Toner
Toner F,Brand C,France,Instant soothing,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.64,Skincare,Toner
Toner F,Brand C,France,Reduces fine lines,comparative/superiority,sensory,POS,0.71,Skincare,Toner
Toner F,Brand C,France,9 out of 10 women agree,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.43,Skincare,Toner
Toner F,Brand C,France,Visible glow immediately,comparative/superiority,emotion,POS,0.42,Skincare,Toner
Toner F,Brand C,France,Smooth skin after 1 week,comparative/superiority,shares/sales/R&R/endorsement,Digital,0.66,Skincare,Toner
Toner G,Brand D,France,No parabens,statement,consumer perception,POS,0.99,Skincare,Toner
Toner G,Brand D,France,Allergy tested,statement,clinical/instrumental,POS,0.9,Skincare,Toner
Toner G,Brand D,France,Non-comedogenic,statement,science/formulation/ingredient/packaging,PACK,0.7,Skincare,Toner
Toner G,Brand D,France,Fast-absorbing texture,statement,clinical/instrumental,POS,0.36,Skincare,Toner
Toner G,Brand D,France,Clinically proven results,statement,science/formulation/ingredient/packaging,TVC,0.57,Skincare,Toner
Toner G,Brand D,France,98% natural ingredients,statement,science/formulation/ingredient/packaging,PACK,0.92,Skincare,Toner
Toner G,Brand D,France,Visible results in 7 days,statement,clinical/instrumental,POS,0.79,Skincare,Toner
Toner G,Brand D,France,Reduces pore appearance,statement,science/formulation/ingredient/packaging,TVC,0.34,Skincare,Toner
Toner G,Brand D,France,Pro formula,statement,shares/sales/R&R/endorsement,POS,0.87,Skincare,Toner
Toner G,Brand D,France,Fragrance-free and gentle,statement,science/formulation/ingredient/packaging,TVC,0.42,Skincare,Toner
Toner G,Brand D,France,Pro formula,imagery,science/formulation/ingredient/packaging,Digital,0.67,Skincare,Toner
Toner G,Brand D,France,Oil-free formula,comparative/superiority,sensory,Digital,0.44,Skincare,Toner
Toner G,Brand D,France,Sustainable packaging,comparative/superiority,shares/sales/R&R/endorsement,TVC,0.48,Skincare,Toner
Toner G,Brand D,France,Non-comedogenic,comparative/superiority,clinical/instrumental,Digital,0.4,Skincare,Toner
Toner G,Brand D,France,Recommended by dermatologists,imagery,science/formulation/ingredient/packaging,PACK,0.31,Skincare,Toner
Toner G,Brand D,France,Allergy tested,imagery,science/formulation/ingredient/packaging,TVC,0.57,Skincare,Toner
Toner G,Brand D,France,Proven with clinical trial,imagery,consumer perception,TVC,0.61,Skincare,Toner
Toner G,Brand D,France,Pro formula,imagery,clinical/instrumental,PACK,0.61,Skincare,Toner
Toner G,Brand D,France,Eco-friendly packaging,imagery,local relevance/safety/sustainability,Digital,1.0,Skincare,Toner
Toner G,Brand D,France,Pro formula,imagery,local relevance/safety/sustainability,Digital,0.33,Skincare,Toner
Toner G,Brand D,France,Improves skin elasticity,imagery,science/formulation/ingredient/packaging,PACK,0.55,Skincare,Toner
Toner G,Brand D,France,Reduces pore appearance,comparative/superiority,shares/sales/R&R/endorsement,Digital,0.74,Skincare,Toner
Toner G,Brand D,France,Tested on sensitive skin,imagery,emotion,Digital,0.39,Skincare,Toner
Toner G,Brand D,France,Deep hydration effect,comparative/superiority,consumer perception,PACK,0.49,Skincare,Toner
Toner G,Brand D,France,Trusted by professionals,comparative/superiority,consumer perception,POS,0.56,Skincare,Toner
Toner G,Brand D,France,Pro formula,imagery,science/formulation/ingredient/packaging,POS,0.58,Skincare,Toner
Toner H,Brand B,France,Visible glow immediately,statement,consumer perception,PACK,0.42,Skincare,Toner
Toner H,Brand B,France,Visible glow immediately,statement,local relevance/safety/sustainability,TVC,0.69,Skincare,Toner
Toner H,Brand B,France,Dermatologist recommended formula,statement,science/formulation/ingredient/packaging,POS,0.88,Skincare,Toner
Toner H,Brand B,France,Clinically proven results,statement,science/formulation/ingredient/packaging,Digital,0.77,Skincare,Toner
Toner H,Brand B,France,Boosts skin barrier,statement,consumer perception,Digital,0.85,Skincare,Toner
Toner H,Brand B,France,Smooth skin after 1 week,statement,local relevance/safety/sustainability,TVC,0.98,Skincare,Toner
Toner H,Brand B,France,Sustainable packaging,statement,science/formulation/ingredient/packaging,POS,0.6,Skincare,Toner
Toner H,Brand B,France,Fragrance-free and gentle,statement,clinical/instrumental,TVC,0.46,Skincare,Toner
Toner H,Brand B,France,Glowing skin all day,statement,science/formulation/ingredient/packaging,PACK,0.31,Skincare,Toner
Toner H,Brand B,France,Visible results in 7 days,statement,science/formulation/ingredient/packaging,PACK,0.91,Skincare,Toner
Toner H,Brand B,France,Clinically proven results,imagery,science/formulation/ingredient/packaging,POS,0.52,Skincare,Toner
Toner H,Brand B,France,Clinically proven results,imagery,science/formulation/ingredient/packaging,PACK,0.33,Skincare,Toner
Toner H,Brand B,France,Reduces fine lines,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.45,Skincare,Toner
Toner H,Brand B,France,Sustainable packaging,comparative/superiority,clinical/instrumental,TVC,0.43,Skincare,Toner
Toner H,Brand B,France,Trusted by professionals,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.87,Skincare,Toner
Toner H,Brand B,France,Dermatologist recommended formula,imagery,science/formulation/ingredient/packaging,Digital,0.69,Skincare,Toner
Toner H,Brand B,France,Oil-free formula,imagery,shares/sales/R&R/endorsement,POS,0.86,Skincare,Toner
Toner H,Brand B,France,Improves skin elasticity,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.34,Skincare,Toner
Toner H,Brand B,France,Innovative delivery system,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.46,Skincare,Toner
Toner H,Brand B,France,Visible results in 7 days,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.68,Skincare,Toner
Toner H,Brand B,France,Allergy tested,imagery,sensory,Digital,0.81,Skincare,Toner
Toner H,Brand B,France,Clinically proven results,imagery,science/formulation/ingredient/packaging,TVC,0.34,Skincare,Toner
